split,file,question,gt_answer,llm_answer,correct
train-medium,numbers__lcm.txt,Calculate the lowest common multiple of 150 and 26530.,397950,150,False
train-medium,numbers__lcm.txt,Find the common denominator of -151/66 and -70/7491.,14982,5,False
train-medium,numbers__lcm.txt,What is the least common multiple of 125 and 27025?,135125,16,False
train-medium,numbers__lcm_composed.txt,Let r(i) = 2*i**2 - 4*i - 18. Let k = -30 + 38. Calculate the lowest common multiple of r(6) and k.,120,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp3f8gytbm.py"", line 8, in <module>
    result = lowest_common_multiple(r, k)
                                    ^
NameError: name 'r' is not defined
",False
train-medium,numbers__lcm_composed.txt,Let a(f) be the third derivative of -7*f**4/8 - f**3/2 - f**2. Let q be a(-7). Calculate the common denominator of 44/q*66/(-3) and 15/8.,72,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpvv65yoyu.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
train-medium,numbers__lcm_composed.txt,Find the common denominator of (-202)/(-72) - 5/2 and -26/5.,180,5,False
train-medium,numbers__list_prime_factors.txt,What are the prime factors of 550565?,"5, 29, 3797",1101130,False
train-medium,numbers__list_prime_factors.txt,List the prime factors of 200014.,"2, 97, 1031",200014,False
train-medium,numbers__list_prime_factors.txt,List the prime factors of 9365525.,"5, 13, 28817",5,False
train-medium,numbers__list_prime_factors_composed.txt,Let x be 3*(1 - (-1 + 3)). Let q be (x - -3) + -2 + 1. What are the prime factors of 3*q/(-3) - -12?,13,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpxsdrg_bq.py"", line 10, in <module>
    q = (x - -3) + -2 + 1
         ^
NameError: name 'x' is not defined
",False
train-medium,numbers__list_prime_factors_composed.txt,"Suppose 0 = -3*f + i + 197 + 73, 458 = 5*f + i. Let y = -87 + f. List the prime factors of y.",2,3,False
train-medium,numbers__list_prime_factors_composed.txt,"Suppose 0 = o + 4*y - 118, o + 472 = 5*o + 5*y. Let k = o + 99. What are the prime factors of k?","7, 31",5,False
train-medium,numbers__place_value.txt,What is the thousands digit of 559154?,9,451955,False
train-medium,numbers__place_value.txt,What is the hundreds digit of 7610196?,1,2,False
train-medium,numbers__place_value.txt,What is the thousands digit of 2428315?,8,5138242,False
train-medium,numbers__place_value_composed.txt,Let n(k) = k**3 + 10*k**2 + 9*k. Let r be n(-9). Suppose -5*b + 8*b = -15. What is the units digit of (2 - r)/(b/(-15))?,6,-1,False
train-medium,numbers__place_value_composed.txt,Suppose 6*b - 2218 = 4016. What is the hundreds digit of b?,0,2,False
train-medium,numbers__place_value_composed.txt,Let p = 289 + 187. What is the tens digit of p?,7,5,False
train-medium,numbers__round_number.txt,What is -0.0010635997 rounded to four dps?,-0.0011,4,False
train-medium,numbers__round_number.txt,Round 3278.0515 to the nearest 1000.,3000,5,False
train-medium,numbers__round_number.txt,Round 0.2201368 to 3 decimal places.,0.22,5,False
train-medium,numbers__round_number_composed.txt,Let c = -1189 - -3314. What is c rounded to the nearest one hundred?,2100,2125,False
train-medium,numbers__round_number_composed.txt,Let d = 216.85578 - -0.04422. Let u = -207 + d. Let h = u + -10.174. What is h rounded to 2 dps?,-0.27,5,False
train-medium,numbers__round_number_composed.txt,Let y(c) = 596*c - 31. Let g be y(12). Let p = -11221 + g. Round p to the nearest 1000.,-4000,5,False
train-medium,polynomials__add.txt,Let g(t) = 17*t**3 - 8*t**2 - 2*t + 11. Let b(m) = 2*m**3 - 83*m**2 - 42*m + 8. Let q be b(42). Let r(y) = -6*y**3 + 3*y**2 + y - 4. Calculate q*r(s) + 3*g(s).,3*s**3 + 2*s + 1,-372076,False
train-medium,polynomials__add.txt,Let l(v) be the second derivative of v**4/3 + v**3/6 + 3*v**2/2 + 9*v - 36. Let k(y) = -y**2 - 1. What is -6*k(z) - l(z)?,2*z**2 - z + 3,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpl8x8mhuf.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
train-medium,polynomials__add.txt,Let p(f) be the first derivative of -6*f**2 + 14*f + 20. Let t(a) = 5*a + 32. Let u(l) = 2*l + 11. Let b(g) = 6*t(g) - 17*u(g). Give 14*b(x) - 5*p(x).,4*x,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpfsfi45en.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
train-medium,polynomials__coefficient_named.txt,Rearrange (2*y - y - 4*y)*(-2*y**3 + 3*y - 3*y) + 9*y**2 + 8*y**4 - 6*y**4 - 2 + 5 - 2*y**4 + 3*y**4 + 2*y**4 to h*y**4 + u*y**2 + c*y + z + s*y**3 and give u.,9,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpyvtdu052.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
train-medium,polynomials__coefficient_named.txt,Rearrange (6 - 1 - 3)*(2*g - 9*g + g)*(-25*g + 12398 - 12398) to s*g + h*g**2 + n and give h.,300,5,False
train-medium,polynomials__coefficient_named.txt,Rearrange 26*n + 74*n + 47*n to the form k*n + o and give k.,147,5,False
train-medium,polynomials__collect.txt,Collect the terms in -47*j - 5672*j**2 + 90*j - 43*j.,-5672*j**2,5,False
train-medium,polynomials__collect.txt,Collect the terms in 211*n**2 - 120*n**2 - 67*n**2.,24*n**2,5,False
train-medium,polynomials__collect.txt,Collect the terms in 1041*u + 1213*u + 2*u**2 - 440*u - 356*u.,2*u**2 + 1458*u,5,False
train-medium,polynomials__compose.txt,Let d(q) = 15 + 2*q**2 + 8 - 23. Let n(a) = -25*a. Calculate d(n(b)).,1250*b**2,450,False
train-medium,polynomials__compose.txt,Let u(d) = -27*d**2. Let f(w) = 334*w + 2. Calculate f(u(z)).,2 - 9018*z**2,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpcm9y26eu.py"", line 4, in <module>
    result = f(w)
               ^
NameError: name 'w' is not defined
",False
train-medium,polynomials__compose.txt,Let u(v) = 6*v. Let m = 51 + -44. Let d(p) = 16*p**2 - m*p**2 - 11*p**2. Determine d(u(h)).,-72*h**2,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpotbk8qqu.py"", line 7, in <module>
    result = calculate_d(2, 51, 16)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpotbk8qqu.py"", line 4, in calculate_d
    result += u[i] * d[i]
              ~^^^
TypeError: 'int' object is not subscriptable
",False
train-medium,polynomials__evaluate.txt,Let z(t) = -t**3 + 69*t**2 + 218*t - 264. Determine z(72).,-120,-120,True
train-medium,polynomials__evaluate.txt,Let u(q) = 117*q**2 - 930*q - 48. Calculate u(8).,0,5,False
train-medium,polynomials__evaluate.txt,Let z(y) = -4*y**3 + 4*y**2 - 4*y + 8. What is z(3)?,-76,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp9s5kl5aa.py"", line 7, in <module>
    result = calculate_result(z)
                              ^
NameError: name 'z' is not defined
",False
train-medium,polynomials__evaluate_composed.txt,Let h(j) = 4*j + j - j. Suppose 34 = -g - 0*g. Let o = -36 - g. Determine h(o).,-8,136,False
train-medium,polynomials__evaluate_composed.txt,Let n = -14 - -69. Let w = -62 + n. Let m(z) = z**3 + 6*z**2 - 7*z - 2. What is m(w)?,-2,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpy25kbl0q.py"", line 7, in <module>
    result = calculate_result(w, m)
                              ^
NameError: name 'w' is not defined
",False
train-medium,polynomials__evaluate_composed.txt,Let k(r) = -r**3 - r**2 + r - 1. Let a(p) = 7*p**2 - 2*p + 1. Let l be a(1). Suppose l*f = 5 + 1. Calculate k(f).,-2,42,False
train-medium,polynomials__expand.txt,Expand (-3 + 3 - 2*x)*(3*x + x + 0*x + (3 - 2 - 2)*(2*x + x - 5*x))*(1 - 1 + 2 + (-2 + 2 + 2)*(0 + 1 + 1) + 1 + 5 - 4).,-96*x**2,5,False
train-medium,polynomials__expand.txt,Expand (-3*b + 4*b + b)*(33 + 24*b - 33) + b**2 + 0*b**2 + 0*b**2 + (5*b**2 - 2*b**2 - 5*b**2)*(3 - 3 - 1) - 5 + 5 + 2*b**2.,53*b**2,5,False
train-medium,polynomials__expand.txt,Expand 5*n**4 + 172*n**4 - 17*n**4 + 3*n**4 - 6*n**4 + 2*n**4 + (-4*n + 4*n - 2*n)*(-2*n**3 - 3 + 3) - 3*n**4 + 2*n**4 + 0*n**4.,162*n**4,5,False
train-medium,polynomials__simplify_power.txt,Simplify (a**(-2/17)*a*a*a**(-15))/(a**(1/7)/(a/(a/(a**4*a)))) assuming a is positive.,a**(-983/119),8.832716109390498,False
train-medium,polynomials__simplify_power.txt,Simplify ((m*m**(-3/13)*m)/m*((m*(m**(10/7)/m)/m)/m)/m)/((m*(m*((m*(m/m**(-3/2))/m)/m)/m*m)/m)/m**(-2/3)) assuming m is positive.,m**(-2167/546),5,False
train-medium,polynomials__simplify_power.txt,Simplify (n**(-1)*n**(-4/5)*n**(-4/3)/n**(-1))**28 assuming n is positive.,n**(-896/15),5,False
train-medium,probability__swr_p_level_set.txt,"Three letters picked without replacement from qivvaqqaqilqivviiv. What is prob of picking 1 a, 1 i and 1 q?",25/408,3,False
train-medium,probability__swr_p_level_set.txt,What is prob of picking 1 o and 1 j when two letters picked without replacement from xohrojh?,2/21,5,False
train-medium,probability__swr_p_level_set.txt,"Four letters picked without replacement from {j: 2, f: 3, v: 2, w: 4}. What is prob of picking 2 f, 1 j and 1 v?",2/55,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpj0gbsta2.py"", line 7, in <module>
    letters = [j, f, v, w]
               ^
NameError: name 'j' is not defined
",False
train-medium,probability__swr_p_sequence.txt,Two letters picked without replacement from bcxnzcc. What is prob of sequence nc?,1/14,5,False
train-medium,probability__swr_p_sequence.txt,Three letters picked without replacement from llclcclllllclc. What is prob of sequence cll?,15/91,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpj_wfu9ji.py"", line 7, in <module>
    result = calculate_result(3)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpj_wfu9ji.py"", line 4, in calculate_result
    result += num_letters[i]
              ~~~~~~~~~~~^^^
TypeError: 'int' object is not subscriptable
",False
train-medium,probability__swr_p_sequence.txt,Four letters picked without replacement from ppxppyyxgyxpxxyx. Give prob of sequence pgxx.,5/1456,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpi3mgm1sm.py"", line 7, in <module>
    result = calculate_result(4)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpi3mgm1sm.py"", line 4, in calculate_result
    result += num_letters[i]
              ~~~~~~~~~~~^^^
TypeError: 'int' object is not subscriptable
",False
train-hard,algebra__linear_1d.txt,Solve -3357 = 42*b + 4774*b + 1179*b + 128533 for b.,-22,5,False
train-hard,algebra__linear_1d.txt,Solve 0 = -700*x + 10327 + 9273 for x.,28,5,False
train-hard,algebra__linear_1d.txt,Solve 2892 - 1247 = -281*l + 556 - 8746 for l.,-35,4,False
train-hard,algebra__linear_1d_composed.txt,Let v be (-7)/(-49) + 622/7. Suppose -79*a = -v*a + 30. Let w = 0 + 2. Solve w*i - a = i for i.,3,5,False
train-hard,algebra__linear_1d_composed.txt,Let h be ((-12)/114)/((-23)/1311). Let d(f) = f + 7. Let g be d(-7). Solve z - 5 + h = g for z.,-1,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpbme798od.py"", line 23, in <module>
    main()
    ~~~~^^
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpbme798od.py"", line 19, in main
    gcd_and_add(h, d)
                   ^
NameError: name 'd' is not defined. Did you mean: 'id'?
",False
train-hard,algebra__linear_1d_composed.txt,"Suppose -2*u + 26 = 4*s, 3 - 6 = u. Suppose -s*g - 79 = 113. Let h = -24 - g. Solve h = -3*q - 1 - 2 for q.",-1,5,False
train-hard,algebra__linear_2d.txt,"Solve 0 = -3*s - 98*f + 674, 2*s + 3*s - 2*f + 54 = 20 for s.",-4,5,False
train-hard,algebra__linear_2d.txt,"Solve -32 = 5*a + 2*i, 2*i - 16 - 21 + 45 = -a for a.",-6,5,False
train-hard,algebra__linear_2d.txt,"Solve -4*l = -4*n + 204, -7*l + 2*n + n = -n + 207 for l.",-1,5,False
train-hard,algebra__linear_2d_composed.txt,"Suppose 2046*c - 2121*c = -825. Solve -14*r + 16 = 4*k - c*r, 2*k = -r + 6 for k.",1,5,False
train-hard,algebra__linear_2d_composed.txt,"Let p(m) = -4*m - 3. Suppose -3*i - i - 16 = -2*u, -u + 14 = -5*i. Let b be p(i). Solve 4*y + 5*f = -18, 3*f = b*f + 4 for y.",-2,5,False
train-hard,algebra__linear_2d_composed.txt,"Suppose -2*d = -0*d. Suppose 10 + d = 2*w. Let j be 0/w - (-2)/1. Solve 2*h + 6 = 0, -k - 2*h - 8 = j*h for k.",4,5,False
train-hard,algebra__polynomial_roots.txt,"Find w, given that 7*w**5/2 + 2239*w**4/2 + 46559*w**3/2 - 284107*w**2/2 + 194451*w - 24948 = 0.","-297, -28, 1/7, 2, 3",5,False
train-hard,algebra__polynomial_roots.txt,Determine c so that -8*c**2/13 - 58558710*c/13 + 14639678/13 = 0.,"-7319839, 1/4",5,False
train-hard,algebra__polynomial_roots.txt,Factor 2*z**3/3 + 5156*z**2/3 + 4134130*z/3 + 1058245552/3.,2*(z + 637)**2*(z + 1304)/3,5,False
train-hard,algebra__polynomial_roots_composed.txt,Find m such that 24/11 + 34/11*m**3 - 34/11*m - 34/11*m**2 + 10/11*m**4 = 0.,"-4, -1, 3/5, 1",5,False
train-hard,algebra__polynomial_roots_composed.txt,Let f be 6/(-27) - (-564)/108. Suppose -f*l - l = -l. Solve 9/7*o**3 + l*o + 0 + 0*o**2 + 6/7*o**5 + 15/7*o**4 = 0.,"-3/2, -1, 0","ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmppctztdsq.py"", line 14, in <module>
    main()
    ~~~~^^
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmppctztdsq.py"", line 9, in main
    l = 9/7*o**5 + 15/7*o**4
            ^
NameError: name 'o' is not defined
",False
train-hard,algebra__polynomial_roots_composed.txt,"Let j(a) be the first derivative of 4*a**5/5 + 3*a**4 + 8*a**3/3 - 238. Determine s, given that j(s) = 0.","-2, -1, 0",1519.8666666666668,False
train-hard,algebra__sequence_next_term.txt,"What is the next term in -167908, -167670, -167432, -167194, -166956, -166718?",-166480,5,False
train-hard,algebra__sequence_next_term.txt,"What comes next: 17893, 21053, 24213, 27373?",30533,5,False
train-hard,algebra__sequence_next_term.txt,"What is next in -22996, -23370, -23756, -24160, -24588?",-25046,5,False
train-hard,algebra__sequence_nth_term.txt,"What is the r'th term of -3928, -6627, -9330, -12037, -14748, -17463?",-2*r**2 - 2693*r - 1233,5,False
train-hard,algebra__sequence_nth_term.txt,"What is the u'th term of -1551803, -3103595, -4655387, -6207179, -7758971?",-1551792*u - 11,5,False
train-hard,algebra__sequence_nth_term.txt,"What is the i'th term of 517, 1540, 3183, 5398, 8137, 11352, 14995, 19018?",-8*i**3 + 358*i**2 + 5*i + 162,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp6i1huea9.py"", line 5, in <module>
    calculate_result(2, 3, 1540, 1540, 3183, 5398, 8137, 11352, 14995, 19018)
    ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: calculate_result() takes 5 positional arguments but 10 were given
",False
train-hard,arithmetic__add_or_sub.txt,Work out 191519.6411 + -4332.,187187.6411,5,False
train-hard,arithmetic__add_or_sub.txt,Work out 0.2766 + 1972226064.,1972226064.2766,5,False
train-hard,arithmetic__add_or_sub.txt,Work out 595 - 2732402296.4.,-2732401701.4,5,False
train-hard,arithmetic__add_or_sub_in_base.txt,"In base 8, what is 244 + 31551?",32015,31795,False
train-hard,arithmetic__add_or_sub_in_base.txt,"In base 9, what is 1054 + -56353?",-55288,5,False
train-hard,arithmetic__add_or_sub_in_base.txt,"In base 7, what is 2060334 - -213?",2060550,36295,False
train-hard,arithmetic__add_sub_multiple.txt,What is the value of (-21 - -37) + -40 - -22 - 129?,-131,5,False
train-hard,arithmetic__add_sub_multiple.txt,-44 - 3 - (-2475 - -2555),-127,5,False
train-hard,arithmetic__add_sub_multiple.txt,4 + -8 + 9 + -10 + -2 - -5,-2,5,False
train-hard,arithmetic__div.txt,Divide -5437 by -1510.,5437/1510,5,False
train-hard,arithmetic__div.txt,Divide 21825 by -4359.,-7275/1453,0.6666666666666666,False
train-hard,arithmetic__div.txt,Divide 956374352 by 239093588.,4,0.6666666666666666,False
train-hard,arithmetic__mixed.txt,Calculate ((-753)/(-1004))/(4/128).,24,5,False
train-hard,arithmetic__mixed.txt,What is (-31)/(-688 - -37) + 25/(-35)?,-2/3,5,False
train-hard,arithmetic__mixed.txt,What is the value of (10/6*(-166)/(-415) - (-22)/(-54))*-6?,-14/9,431,False
train-hard,arithmetic__mul.txt,Work out -1726.8 * 0.02.,-34.536,5,False
train-hard,arithmetic__mul.txt,What is 0.0323 times 8796?,284.1108,0.0646,False
train-hard,arithmetic__mul.txt,Calculate -0.3*-0.88868758.,0.266606274,5,False
train-hard,arithmetic__mul_div_multiple.txt,((-24)/(-480)*28)/(131/1965),21,5,False
train-hard,arithmetic__mul_div_multiple.txt,What is (27/42)/(2/(-8))?,-18/7,-6,False
train-hard,arithmetic__mul_div_multiple.txt,What is the value of -7*5/(-210)*6*-1?,-1,5,False
train-hard,arithmetic__nearest_integer_root.txt,What is the cube root of 65988664 to the nearest integer?,404,287347886594512676498944,False
train-hard,arithmetic__nearest_integer_root.txt,What is the third root of 19948412 to the nearest integer?,271,4987103.0,False
train-hard,arithmetic__nearest_integer_root.txt,"What is 412117798 to the power of 1/6, to the nearest integer?",27,1,False
train-hard,arithmetic__simplify_surd.txt,Simplify (3*(sqrt(1377) + -1 + -1)*-3)**2 + 0 + 1 + -5 + 4.,111861 - 2916*sqrt(17),5,False
train-hard,arithmetic__simplify_surd.txt,Simplify -2 + 4 + (((sqrt(605) - (0 + sqrt(605) + sqrt(605))*1 - sqrt(605)) + sqrt(605)*2*1 + sqrt(605))**2 - -4*sqrt(605)*-2*5).,607 - 440*sqrt(5),5,False
train-hard,arithmetic__simplify_surd.txt,Simplify -2*(-5 + sqrt(300)*2)**2 + 3 + (-2*sqrt(3)*4 - (sqrt(3) - -1*sqrt(3)*-1)**2) + 1.,-2446 + 392*sqrt(3),9,False
train-hard,calculus__differentiate.txt,Find the second derivative of -39272*g*x*y**4 + 21*g*x + 3*g*y**2 - 6124*x*y - y wrt y.,-471264*g*x*y**2 + 6*g,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpcj6w3c3u.py"", line 2
    ```python
    ^
SyntaxError: invalid syntax
",False
train-hard,calculus__differentiate.txt,Find the second derivative of 75976*m**2*z**2 - 1204*m**2*z - 28*m**2 - 486*z**2 - 301 wrt z.,151952*m**2 - 972,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpz9oi7305.py"", line 7, in <module>
    z = 75976*m**2*z**2 - 1204*m**2*z - 28*m**2 - 486*z**2 - 301
              ^
NameError: name 'm' is not defined
",False
train-hard,calculus__differentiate.txt,What is the second derivative of 758577*r**2*v**2 + 20354*r**2*v + 16*r**2 + 2*v wrt v?,1517154*r**2,3981011350055431795109582620295914650989859343136187530244431060369729735395834566792611257602472775030486664440807850,False
train-hard,calculus__differentiate_composed.txt,What is the second derivative of -11382*f**2 + 29*f**3 + 5703*f**2 - 42*f**5 - 7*f + 5679*f**2 - 101 wrt f?,-840*f**3 + 174*f,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp74ny4o5v.py"", line 15, in <module>
    result = second_derivative(11382)
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp74ny4o5v.py"", line 3, in second_derivative
    f_new = f(2)
TypeError: 'int' object is not callable
",False
train-hard,calculus__differentiate_composed.txt,Suppose -12*j + 6*j + 156 = 0. Find the third derivative of 2*m**6 + 45*m**2 - 4*m**2 + j*m**5 + 10*m**2 wrt m.,240*m**3 + 1560*m**2,1,False
train-hard,calculus__differentiate_composed.txt,Find the third derivative of -20*g**2 + 247*g - 29*g**2 + 166*g**4 + 256*g - 503*g wrt g.,3984*g,"ERROR: Traceback (most recent call last):
  File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpqatrkzrj.py"", line 7, in <module>
    g = -20*g**2 + 247*g - 29*g**2 + 166*g**4 + 256*g - 503*g
            ^
NameError: name 'g' is not defined
",False
train-hard,comparison__closest.txt,Which is the closest to -6?  (a) -55/6  (b) -4.4  (c) -8  (d) 2/25,b,5,False
train-hard,comparison__closest.txt,"What is the closest to -5/3 in 37/5, 193, 1/4?",1/4,5,False
train-hard,comparison__closest.txt,Which is the closest to -1/4?  (a) 0.1  (b) 2/5069  (c) -0.007,c,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpls7fubcr.py"", line 2
    The closest to -1/4 is 2/5069.
        ^^^^^^^
SyntaxError: invalid syntax
",False
train-hard,comparison__closest_composed.txt,Let l = -0.1 + 0.2. Let m = 155.2 - 154.2. Let q = -0.019 + -3.981. Which is the closest to l?  (a) 0.2  (b) m  (c) q,a,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmphp660qk4.py"", line 2
    The closest answer to l is 0.2.
        ^^^^^^^
SyntaxError: invalid syntax
",False
train-hard,comparison__closest_composed.txt,Let f = 6238 - 6253. Which is the nearest to -0.2?  (a) f  (b) 4  (c) -0.4  (d) 7,c,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpxfo8j4a_.py"", line 2
    The answer is: 4
        ^^^^^^
SyntaxError: invalid syntax
",False
train-hard,comparison__closest_composed.txt,"Let g = 0.097 + 48.403. Let y = 69 - g. Let k = -20 + y. What is the closest to 0.1 in k, 7, -0.1?",-0.1,5,False
train-hard,comparison__kth_biggest.txt,Which is the seventh biggest value?  (a) -8  (b) 5  (c) -3/2  (d) 1  (e) -56  (f) -4/99  (g) 2,e,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp_cn49ug3.py"", line 2
    The correct answer is 2.
        ^^^^^^^
SyntaxError: invalid syntax
",False
train-hard,comparison__kth_biggest.txt,Which is the biggest value?  (a) -0.2  (b) -2/3  (c) -1  (d) -0.218807  (e) 4/7  (f) -7,e,5,False
train-hard,comparison__kth_biggest.txt,"What is the third smallest value in -64, -0.1293, 17, -0.3, 1/3?",-0.1293,22,False
train-hard,comparison__kth_biggest_composed.txt,Let x be (-2)/((40/4)/2). Let o = -3/15628 - -31289/171908. Which is the fourth biggest value?  (a) 0.1  (b) o  (c) x  (d) 1,c,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp5vrm5jpu.py"", line 2
    The answer is: 1
        ^^^^^^
SyntaxError: invalid syntax
",False
train-hard,comparison__kth_biggest_composed.txt,"Suppose 3*o = -2*i + 229 + 411, 5*i - 1618 = -3*o. Suppose f - i = -327. Which is the third biggest value?  (a) f  (b) 10  (c) 4",a,5,False
train-hard,comparison__kth_biggest_composed.txt,Let s = 2038 - 2037.95. Which is the second smallest value?  (a) s  (b) 9  (c) 2/7,c,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpu8_tgkmf.py"", line 2
    The correct answer is 2.
        ^^^^^^^
SyntaxError: invalid syntax
",False
train-hard,comparison__pair.txt,Is 2/100484857 at least as big as 0?,True,200969714,False
train-hard,comparison__pair.txt,Is -1 greater than -1/102475415?,False,4,False
train-hard,comparison__pair.txt,Which is greater: -406230 or -406103?,-406103,5,False
train-hard,comparison__pair_composed.txt,Let s = 1.619 + -0.309. Is -0.2 bigger than s?,False,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpvod9pyps.py"", line 4
    Example:
            ^
SyntaxError: invalid syntax
",False
train-hard,comparison__pair_composed.txt,Let u = 1.2 + -0.2. Let h = -17.2 - -6.2. Let n = h - -13. Which is smaller: n or u?,u,5,False
train-hard,comparison__pair_composed.txt,"Suppose -3*y + 3 = 3*h, 108*y - 2*h + 16 = 103*y. Let n(k) = 2*k**2 + k**3 - k - 3 + 0 - k**2. Let b be n(0). Is b > y?",False,5,False
train-hard,comparison__sort.txt,"Put -5, 3, -2, 10629, 2 in decreasing order.","10629, 3, 2, -2, -5",5,False
train-hard,comparison__sort.txt,"Sort 6, 2, -5, -1, -3, -47469, -2 in increasing order.","-47469, -5, -3, -2, -1, 2, 6",11,False
train-hard,comparison__sort.txt,"Put -1/2, -23772, -14 in ascending order.","-23772, -14, -1/2",5,False
train-hard,comparison__sort_composed.txt,"Let j(d) = -44*d - 2286. Let l be j(-52). Put l, -3047, 1 in increasing order.","-3047, 1, l",3049,False
train-hard,comparison__sort_composed.txt,"Let j(o) = -o**2 - 5*o - 4. Suppose 15*y + 17 = -28. Let l be j(y). Put l, -7, -1, -3 in decreasing order.","l, -1, -3, -7",-7,False
train-hard,comparison__sort_composed.txt,"Let l be (-2)/(-6)*(3350/(-1) + (15 - 22)). Put -1, -4, l in increasing order.","l, -4, -1",5,False
train-hard,measurement__conversion.txt,What is 0.9091582 nanograms in tonnes?,0.0000000000000009091582,2000000,False
train-hard,measurement__conversion.txt,How many months are there in thirteen eighths of a century?,1950,177,False
train-hard,measurement__conversion.txt,How many millilitres are there in seven eighths of a litre?,875,700,False
train-hard,measurement__time.txt,What is 202 minutes before 8:01 PM?,4:39 PM,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmp1m1o9z3_.py"", line 6
    start_time = 8:01
                   ^
SyntaxError: leading zeros in decimal integer literals are not permitted; use an 0o prefix for octal integers
",False
train-hard,measurement__time.txt,What is 628 minutes after 9:45 PM?,8:13 AM,"ERROR:   File ""/var/folders/gg/wqlmrvl91mj28lsltv0ccxqm0000gn/T/tmpp67a618d.py"", line 7
    time_1 = 9:45
              ^
SyntaxError: invalid syntax
",False
train-hard,measurement__time.txt,What is 539 minutes before 11:01 PM?,2:02 PM,ERROR: Timeout,False
train-hard,numbers__base_conversion.txt,What is 101102332 (base 4) in base 12?,34bba,5,False
train-hard,numbers__base_conversion.txt,-42036523 (base 7) to base 2,-1101100000000000110001,5,False
