split,file,question,gt_answer,llm_answer,correct
train-medium,arithmetic__mul.txt,What is -0.1 times -4.19498?,0.419498,-0.1,False
train-medium,arithmetic__mul_div_multiple.txt,((-1)/(-4)*-15)/(60/(-24))*-14,-21,-1,False
train-medium,arithmetic__mul_div_multiple.txt,What is ((-180)/(-72))/(((-2)/(-8))/(48/1600))?,3/10,-180,False
train-medium,arithmetic__mul_div_multiple.txt,Evaluate ((-7)/105)/(9/54).,-2/5,-7,False
train-medium,arithmetic__nearest_integer_root.txt,What is the third root of 13677111 to the nearest integer?,239,13677111,False
train-medium,arithmetic__nearest_integer_root.txt,What is the cube root of 17204223 to the nearest integer?,258,17204223,False
train-medium,arithmetic__nearest_integer_root.txt,"What is 473110 to the power of 1/5, to the nearest integer?",14,473110,False
train-medium,arithmetic__simplify_surd.txt,Simplify -5 + (-5 + -6*-5*2*sqrt(208) + -4)**2.,748876 - 4320*sqrt(13),-5,False
train-medium,arithmetic__simplify_surd.txt,Simplify -4*((2*(sqrt(5) - (sqrt(5) + 2)) + -2)**2 - (2 + (-2*sqrt(720) - sqrt(720)))).,-144*sqrt(5) - 136,-4,False
train-medium,arithmetic__simplify_surd.txt,Simplify 2*(sqrt(171) + -3) + (1*(sqrt(19) + sqrt(152)/sqrt(8)))**2 + 5.,6*sqrt(19) + 75,2,False
train-medium,calculus__differentiate.txt,Find the third derivative of 8*b*n*q**4 - 2*b*n*q**3 - b*q + 673*n*q**2 + 11*q**5 - 5*q**2 wrt q.,192*b*n*q - 12*b*n + 660*q**2,8,False
train-medium,calculus__differentiate.txt,Find the first derivative of 126459*d**3 + 72143 wrt d.,379377*d**2,126459,False
train-medium,calculus__differentiate.txt,What is the second derivative of -17*d*g**3 - 2*d*g**2 - d*g - 5*g**3 + g**2 + 10992*g wrt g?,-102*d*g - 4*d - 30*g + 2,-17,False
train-medium,calculus__differentiate_composed.txt,"Suppose 2*g = s - g - 22, 0 = 5*s - 2*g - 110. What is the second derivative of 36*v**4 - s*v**4 + 9*v - 5*v**2 + 5*v**2 wrt v?",168*v**2,2,False
train-medium,calculus__differentiate_composed.txt,Let i(z) = z + 14. Let o be i(-6). Suppose o*t + 6 = 9*t. Find the third derivative of -5*d**6 + d**6 - d**t + 2*d**2 - 7*d**2 wrt d.,-600*d**3,14,False
train-medium,calculus__differentiate_composed.txt,Find the first derivative of -2*q**3 + 122 - 3*q**2 + q**3 - 4*q**3 + 16 + 14 wrt q.,-15*q**2 - 6*q,-2,False
train-medium,comparison__closest.txt,"What is the nearest to 2 in 0, 0.4, -467, -3, -0.07?",0.4,2,False
train-medium,comparison__closest.txt,Which is the closest to 0.1?  (a) -0.1  (b) 8.1  (c) 0.4,a,0.1,False
train-medium,comparison__closest.txt,Which is the nearest to -1/4?  (a) -5  (b) -0.007  (c) 5  (d) 0.5,b,-1,False
train-medium,comparison__closest_composed.txt,Let g(p) = -p**3 - p**2 + 70*p + 17. Let k be g(8). Which is the closest to 3?  (a) -3/5  (b) -8  (c) k,c,3,False
train-medium,comparison__closest_composed.txt,Let t = 19.364 + -14.364. Let f = 0 - -1. Let g = -1 + f. Which is the nearest to 0.1?  (a) t  (b) g  (c) 2/17,c,19.364,False
train-medium,comparison__closest_composed.txt,Let m = 2.034 - 3.034. Which is the closest to 0.17?  (a) -2/15  (b) m  (c) -0.5,a,2.034,False
train-medium,comparison__kth_biggest.txt,Which is the biggest value?  (a) -2/17  (b) -4  (c) -8  (d) 0  (e) 14.8  (f) 3,e,-2,False
train-medium,comparison__kth_biggest.txt,Which is the third biggest value?  (a) -0.42  (b) -741/5  (c) -3  (d) 3  (e) 0.1,a,-0.42,False
train-medium,comparison__kth_biggest.txt,Which is the smallest value?  (a) 20  (b) -5/4  (c) 4/5  (d) 437,b,20,False
train-medium,comparison__kth_biggest_composed.txt,"Let a = -43 + 47. Let f = 0.02 + 0.18. What is the second biggest value in a, -0.05, f?",f,-43,False
train-medium,comparison__kth_biggest_composed.txt,"Let d = -0.37 - 0.63. What is the smallest value in 1/6, 2/7, d, -0.8?",d,-0.37,False
train-medium,comparison__kth_biggest_composed.txt,"Let t = 68 + -88. What is the third smallest value in -2, 4/9, 2/11, t?",2/11,68,False
train-medium,comparison__pair.txt,Which is smaller: 5948/41 or 146?,5948/41,5948,False
train-medium,comparison__pair.txt,Is 519 greater than 521?,False,519,False
train-medium,comparison__pair.txt,Which is smaller: -66394 or -66396?,-66396,-66394,False
train-medium,comparison__pair_composed.txt,Let g = 227 + -147. Let v = -77 + g. Which is smaller: 15/4 or v?,v,227,False
train-medium,comparison__pair_composed.txt,Let o = -264 + 264. Are -13/21 and o equal?,False,-264,False
train-medium,comparison__pair_composed.txt,"Let x be 33/(-44) + (-434)/8. Suppose 4*c - 188 = 2*w, 5*w - 128 + 565 = -c. Let q be (1 + -2)*x/w. Is -1 equal to q?",False,33,False
train-medium,comparison__sort.txt,"Sort -5, -3, 192, -13.","-13, -5, -3, 192",-5,False
train-medium,comparison__sort.txt,"Sort -2, -3, 344, -1, -4.","-4, -3, -2, -1, 344",-2,False
train-medium,comparison__sort.txt,"Sort -3, 0.2, 2/179, -61, -2/5, 1/2 in ascending order.","-61, -3, -2/5, 2/179, 0.2, 1/2",-3,False
train-medium,comparison__sort_composed.txt,"Suppose 3*j - 432 = -j. Suppose f = 4*f - j. Let a be (-8)/15*30/f. Sort -3, a, 1/4 in descending order.","1/4, a, -3",3,False
train-medium,comparison__sort_composed.txt,"Let s = 22.397 - 0.397. Put -2/3, s, -1/4, -3/8 in decreasing order.","s, -1/4, -3/8, -2/3",22.397,False
train-medium,comparison__sort_composed.txt,"Let m = -268 - -262. Put 3, -3, m in ascending order.","m, -3, 3",-268,False
train-medium,measurement__conversion.txt,Convert 8323.937 milligrams to grams.,8.323937,8323.937,False
train-medium,measurement__conversion.txt,Convert 27.56914 years to months.,330.82968,27.56914,False
train-medium,measurement__conversion.txt,How many millilitres are there in 0.6170989 litres?,617.0989,0.6170989,False
train-medium,measurement__time.txt,What is 480 minutes before 6:35 PM?,10:35 AM,480,False
train-medium,measurement__time.txt,How many minutes are there between 5:20 AM and 12:04 PM?,404,5,False
train-medium,measurement__time.txt,How many minutes are there between 7:20 AM and 9:32 AM?,132,7,False
train-medium,numbers__base_conversion.txt,What is -512a (base 14) in base 7?,-55453,-512,False
train-medium,numbers__base_conversion.txt,2b5bb (base 13) to base 6,1432544,2,False
train-medium,numbers__base_conversion.txt,What is -41444 (base 6) in base 5?,-134242,-41444,False
train-medium,numbers__div_remainder.txt,Calculate the remainder when 149605 is divided by 127.,126,149605,False
train-medium,numbers__div_remainder.txt,What is the remainder when 92272 is divided by 68?,64,92272,False
train-medium,numbers__div_remainder.txt,What is the remainder when 16224 is divided by 19?,17,16224,False
train-medium,numbers__div_remainder_composed.txt,Calculate the remainder when 563 is divided by (-5535)/(-49) - (-4)/98.,111,563,False
train-medium,numbers__div_remainder_composed.txt,Let s = -45 - 42. What is the remainder when -1 - (s - -2 - -4) is divided by 27?,26,-45,False
train-medium,numbers__div_remainder_composed.txt,Let j = 362 + -336. Calculate the remainder when 76 is divided by j.,24,362,False
train-medium,numbers__gcd.txt,What is the greatest common factor of 1122 and 1518?,66,1122,False
train-medium,numbers__gcd.txt,Calculate the greatest common divisor of 76752 and 702.,234,76752,False
train-medium,numbers__gcd.txt,What is the greatest common factor of 194229 and 77?,7,194229,False
train-medium,numbers__gcd_composed.txt,Let f be (-15)/(-10) + (-9354)/(-12). Calculate the highest common divisor of f and 71.,71,-15,False
train-medium,numbers__gcd_composed.txt,"Let i be ((-64)/(-10))/(2/10). Suppose 5*o = 5*d + 620, -10*o + 7*o + d + 380 = 0. Calculate the greatest common factor of i and o.",32,-64,False
train-medium,numbers__gcd_composed.txt,Let l(h) = -93*h - 87. Let c be l(-3). What is the greatest common factor of c and 72?,24,-93,False
train-medium,numbers__is_factor.txt,Is 10 a factor of 14410?,True,10,False
train-medium,numbers__is_factor.txt,Is 187434 a multiple of 81?,True,187434,False
train-medium,numbers__is_factor.txt,Is 534933 a multiple of 1059?,False,534933,False
train-medium,numbers__is_factor_composed.txt,Let s be (-1689)/(-18) - 1/(-6). Let k = 152 - s. Suppose 3 = z - k. Is z a multiple of 14?,False,-1689,False
train-medium,numbers__is_factor_composed.txt,Suppose -3*w - 8 = w. Let n be w + 23 + (-6)/2. Is 21 a factor of (-1 - -3) + n + 1?,True,-3,False
train-medium,numbers__is_factor_composed.txt,Let g(f) be the second derivative of f + 0 + 1/12*f**4 + 12*f**2 - 17/6*f**3. Is g(16) even?,True,0,False
train-medium,numbers__is_prime.txt,Is 10349203 a composite number?,False,10349203,False
train-medium,numbers__is_prime.txt,Is 63856769 composite?,False,63856769,False
train-medium,numbers__is_prime.txt,Is 147415 prime?,False,147415,False
train-medium,numbers__is_prime_composed.txt,Suppose -5*y = -2 - 3. Let m(x) = 320*x**3 - x. Is m(y) composite?,True,-5,False
train-medium,numbers__is_prime_composed.txt,"Suppose -t - 3*z - 42 = -4*t, -3*t = -z - 34. Is t composite?",True,3,False
train-medium,numbers__is_prime_composed.txt,Let j = -32 - -80. Suppose 0*r - 4*r = -j. Let a(c) = 20*c - 17. Is a(r) a prime number?,True,-32,False
train-medium,numbers__lcm.txt,Calculate the lowest common multiple of 150 and 26530.,397950,150,False
train-medium,numbers__lcm.txt,Find the common denominator of -151/66 and -70/7491.,14982,-151,False
train-medium,numbers__lcm.txt,What is the least common multiple of 125 and 27025?,135125,125,False
train-medium,numbers__lcm_composed.txt,Let r(i) = 2*i**2 - 4*i - 18. Let k = -30 + 38. Calculate the lowest common multiple of r(6) and k.,120,2,False
train-medium,numbers__lcm_composed.txt,Let a(f) be the third derivative of -7*f**4/8 - f**3/2 - f**2. Let q be a(-7). Calculate the common denominator of 44/q*66/(-3) and 15/8.,72,-7,False
train-medium,numbers__lcm_composed.txt,Find the common denominator of (-202)/(-72) - 5/2 and -26/5.,180,-202,False
train-medium,numbers__list_prime_factors.txt,What are the prime factors of 550565?,"5, 29, 3797",550565,False
train-medium,numbers__list_prime_factors.txt,List the prime factors of 200014.,"2, 97, 1031",200014,False
train-medium,numbers__list_prime_factors.txt,List the prime factors of 9365525.,"5, 13, 28817",9365525,False
train-medium,numbers__list_prime_factors_composed.txt,Let x be 3*(1 - (-1 + 3)). Let q be (x - -3) + -2 + 1. What are the prime factors of 3*q/(-3) - -12?,13,3,False
train-medium,numbers__list_prime_factors_composed.txt,"Suppose 0 = -3*f + i + 197 + 73, 458 = 5*f + i. Let y = -87 + f. List the prime factors of y.",2,0,False
train-medium,numbers__list_prime_factors_composed.txt,"Suppose 0 = o + 4*y - 118, o + 472 = 5*o + 5*y. Let k = o + 99. What are the prime factors of k?","7, 31",0,False
train-medium,numbers__place_value.txt,What is the thousands digit of 559154?,9,559154,False
train-medium,numbers__place_value.txt,What is the hundreds digit of 7610196?,1,7610196,False
train-medium,numbers__place_value.txt,What is the thousands digit of 2428315?,8,2428315,False
train-medium,numbers__place_value_composed.txt,Let n(k) = k**3 + 10*k**2 + 9*k. Let r be n(-9). Suppose -5*b + 8*b = -15. What is the units digit of (2 - r)/(b/(-15))?,6,3,False
train-medium,numbers__place_value_composed.txt,Suppose 6*b - 2218 = 4016. What is the hundreds digit of b?,0,6,False
train-medium,numbers__place_value_composed.txt,Let p = 289 + 187. What is the tens digit of p?,7,289,False
train-medium,numbers__round_number.txt,What is -0.0010635997 rounded to four dps?,-0.0011,-0.0010635997,False
train-medium,numbers__round_number.txt,Round 3278.0515 to the nearest 1000.,3000,3278.0515,False
train-medium,numbers__round_number.txt,Round 0.2201368 to 3 decimal places.,0.22,0.2201368,False
train-medium,numbers__round_number_composed.txt,Let c = -1189 - -3314. What is c rounded to the nearest one hundred?,2100,-1189,False
train-medium,numbers__round_number_composed.txt,Let d = 216.85578 - -0.04422. Let u = -207 + d. Let h = u + -10.174. What is h rounded to 2 dps?,-0.27,216.85578,False
train-medium,numbers__round_number_composed.txt,Let y(c) = 596*c - 31. Let g be y(12). Let p = -11221 + g. Round p to the nearest 1000.,-4000,596,False
train-medium,polynomials__add.txt,Let g(t) = 17*t**3 - 8*t**2 - 2*t + 11. Let b(m) = 2*m**3 - 83*m**2 - 42*m + 8. Let q be b(42). Let r(y) = -6*y**3 + 3*y**2 + y - 4. Calculate q*r(s) + 3*g(s).,3*s**3 + 2*s + 1,17,False
train-medium,polynomials__add.txt,Let l(v) be the second derivative of v**4/3 + v**3/6 + 3*v**2/2 + 9*v - 36. Let k(y) = -y**2 - 1. What is -6*k(z) - l(z)?,2*z**2 - z + 3,4,False
train-medium,polynomials__add.txt,Let p(f) be the first derivative of -6*f**2 + 14*f + 20. Let t(a) = 5*a + 32. Let u(l) = 2*l + 11. Let b(g) = 6*t(g) - 17*u(g). Give 14*b(x) - 5*p(x).,4*x,-6,False
train-medium,polynomials__coefficient_named.txt,Rearrange (2*y - y - 4*y)*(-2*y**3 + 3*y - 3*y) + 9*y**2 + 8*y**4 - 6*y**4 - 2 + 5 - 2*y**4 + 3*y**4 + 2*y**4 to h*y**4 + u*y**2 + c*y + z + s*y**3 and give u.,9,2,False
train-medium,polynomials__coefficient_named.txt,Rearrange (6 - 1 - 3)*(2*g - 9*g + g)*(-25*g + 12398 - 12398) to s*g + h*g**2 + n and give h.,300,6,False
train-medium,polynomials__coefficient_named.txt,Rearrange 26*n + 74*n + 47*n to the form k*n + o and give k.,147,26,False
train-medium,polynomials__collect.txt,Collect the terms in -47*j - 5672*j**2 + 90*j - 43*j.,-5672*j**2,-47,False
train-medium,polynomials__collect.txt,Collect the terms in 211*n**2 - 120*n**2 - 67*n**2.,24*n**2,211,False
train-medium,polynomials__collect.txt,Collect the terms in 1041*u + 1213*u + 2*u**2 - 440*u - 356*u.,2*u**2 + 1458*u,1041,False
train-medium,polynomials__compose.txt,Let d(q) = 15 + 2*q**2 + 8 - 23. Let n(a) = -25*a. Calculate d(n(b)).,1250*b**2,15,False
train-medium,polynomials__compose.txt,Let u(d) = -27*d**2. Let f(w) = 334*w + 2. Calculate f(u(z)).,2 - 9018*z**2,-27,False
train-medium,polynomials__compose.txt,Let u(v) = 6*v. Let m = 51 + -44. Let d(p) = 16*p**2 - m*p**2 - 11*p**2. Determine d(u(h)).,-72*h**2,6,False
train-medium,polynomials__evaluate.txt,Let z(t) = -t**3 + 69*t**2 + 218*t - 264. Determine z(72).,-120,3,False
train-medium,polynomials__evaluate.txt,Let u(q) = 117*q**2 - 930*q - 48. Calculate u(8).,0,117,False
train-medium,polynomials__evaluate.txt,Let z(y) = -4*y**3 + 4*y**2 - 4*y + 8. What is z(3)?,-76,-4,False
train-medium,polynomials__evaluate_composed.txt,Let h(j) = 4*j + j - j. Suppose 34 = -g - 0*g. Let o = -36 - g. Determine h(o).,-8,4,False
train-medium,polynomials__evaluate_composed.txt,Let n = -14 - -69. Let w = -62 + n. Let m(z) = z**3 + 6*z**2 - 7*z - 2. What is m(w)?,-2,-14,False
train-medium,polynomials__evaluate_composed.txt,Let k(r) = -r**3 - r**2 + r - 1. Let a(p) = 7*p**2 - 2*p + 1. Let l be a(1). Suppose l*f = 5 + 1. Calculate k(f).,-2,3,False
train-medium,polynomials__expand.txt,Expand (-3 + 3 - 2*x)*(3*x + x + 0*x + (3 - 2 - 2)*(2*x + x - 5*x))*(1 - 1 + 2 + (-2 + 2 + 2)*(0 + 1 + 1) + 1 + 5 - 4).,-96*x**2,-3,False
train-medium,polynomials__expand.txt,Expand (-3*b + 4*b + b)*(33 + 24*b - 33) + b**2 + 0*b**2 + 0*b**2 + (5*b**2 - 2*b**2 - 5*b**2)*(3 - 3 - 1) - 5 + 5 + 2*b**2.,53*b**2,-3,False
train-medium,polynomials__expand.txt,Expand 5*n**4 + 172*n**4 - 17*n**4 + 3*n**4 - 6*n**4 + 2*n**4 + (-4*n + 4*n - 2*n)*(-2*n**3 - 3 + 3) - 3*n**4 + 2*n**4 + 0*n**4.,162*n**4,5,False
train-medium,polynomials__simplify_power.txt,Simplify (a**(-2/17)*a*a*a**(-15))/(a**(1/7)/(a/(a/(a**4*a)))) assuming a is positive.,a**(-983/119),-2,False
train-medium,polynomials__simplify_power.txt,Simplify ((m*m**(-3/13)*m)/m*((m*(m**(10/7)/m)/m)/m)/m)/((m*(m*((m*(m/m**(-3/2))/m)/m)/m*m)/m)/m**(-2/3)) assuming m is positive.,m**(-2167/546),-3,False
train-medium,polynomials__simplify_power.txt,Simplify (n**(-1)*n**(-4/5)*n**(-4/3)/n**(-1))**28 assuming n is positive.,n**(-896/15),-1,False
train-medium,probability__swr_p_level_set.txt,"Three letters picked without replacement from qivvaqqaqilqivviiv. What is prob of picking 1 a, 1 i and 1 q?",25/408,1,False
train-medium,probability__swr_p_level_set.txt,What is prob of picking 1 o and 1 j when two letters picked without replacement from xohrojh?,2/21,1,False
train-medium,probability__swr_p_level_set.txt,"Four letters picked without replacement from {j: 2, f: 3, v: 2, w: 4}. What is prob of picking 2 f, 1 j and 1 v?",2/55,2,False
train-medium,probability__swr_p_sequence.txt,Two letters picked without replacement from bcxnzcc. What is prob of sequence nc?,1/14,1,False
train-medium,probability__swr_p_sequence.txt,Three letters picked without replacement from llclcclllllclc. What is prob of sequence cll?,15/91,1,False
train-medium,probability__swr_p_sequence.txt,Four letters picked without replacement from ppxppyyxgyxpxxyx. Give prob of sequence pgxx.,5/1456,1,False
train-hard,algebra__linear_1d.txt,Solve -3357 = 42*b + 4774*b + 1179*b + 128533 for b.,-22,-3357,False
train-hard,algebra__linear_1d.txt,Solve 0 = -700*x + 10327 + 9273 for x.,28,0,False
train-hard,algebra__linear_1d.txt,Solve 2892 - 1247 = -281*l + 556 - 8746 for l.,-35,2892,False
train-hard,algebra__linear_1d_composed.txt,Let v be (-7)/(-49) + 622/7. Suppose -79*a = -v*a + 30. Let w = 0 + 2. Solve w*i - a = i for i.,3,-7,False
train-hard,algebra__linear_1d_composed.txt,Let h be ((-12)/114)/((-23)/1311). Let d(f) = f + 7. Let g be d(-7). Solve z - 5 + h = g for z.,-1,-12,False
train-hard,algebra__linear_1d_composed.txt,"Suppose -2*u + 26 = 4*s, 3 - 6 = u. Suppose -s*g - 79 = 113. Let h = -24 - g. Solve h = -3*q - 1 - 2 for q.",-1,-2,False
train-hard,algebra__linear_2d.txt,"Solve 0 = -3*s - 98*f + 674, 2*s + 3*s - 2*f + 54 = 20 for s.",-4,0,False
train-hard,algebra__linear_2d.txt,"Solve -32 = 5*a + 2*i, 2*i - 16 - 21 + 45 = -a for a.",-6,-32,False
train-hard,algebra__linear_2d.txt,"Solve -4*l = -4*n + 204, -7*l + 2*n + n = -n + 207 for l.",-1,-4,False
train-hard,algebra__linear_2d_composed.txt,"Suppose 2046*c - 2121*c = -825. Solve -14*r + 16 = 4*k - c*r, 2*k = -r + 6 for k.",1,2046,False
train-hard,algebra__linear_2d_composed.txt,"Let p(m) = -4*m - 3. Suppose -3*i - i - 16 = -2*u, -u + 14 = -5*i. Let b be p(i). Solve 4*y + 5*f = -18, 3*f = b*f + 4 for y.",-2,-4,False
train-hard,algebra__linear_2d_composed.txt,"Suppose -2*d = -0*d. Suppose 10 + d = 2*w. Let j be 0/w - (-2)/1. Solve 2*h + 6 = 0, -k - 2*h - 8 = j*h for k.",4,-2,False
train-hard,algebra__polynomial_roots.txt,"Find w, given that 7*w**5/2 + 2239*w**4/2 + 46559*w**3/2 - 284107*w**2/2 + 194451*w - 24948 = 0.","-297, -28, 1/7, 2, 3",7,False
train-hard,algebra__polynomial_roots.txt,Determine c so that -8*c**2/13 - 58558710*c/13 + 14639678/13 = 0.,"-7319839, 1/4",-8,False
train-hard,algebra__polynomial_roots.txt,Factor 2*z**3/3 + 5156*z**2/3 + 4134130*z/3 + 1058245552/3.,2*(z + 637)**2*(z + 1304)/3,2,False
train-hard,algebra__polynomial_roots_composed.txt,Find m such that 24/11 + 34/11*m**3 - 34/11*m - 34/11*m**2 + 10/11*m**4 = 0.,"-4, -1, 3/5, 1",24,False
train-hard,algebra__polynomial_roots_composed.txt,Let f be 6/(-27) - (-564)/108. Suppose -f*l - l = -l. Solve 9/7*o**3 + l*o + 0 + 0*o**2 + 6/7*o**5 + 15/7*o**4 = 0.,"-3/2, -1, 0",6,False
train-hard,algebra__polynomial_roots_composed.txt,"Let j(a) be the first derivative of 4*a**5/5 + 3*a**4 + 8*a**3/3 - 238. Determine s, given that j(s) = 0.","-2, -1, 0",4,False
train-hard,algebra__sequence_next_term.txt,"What is the next term in -167908, -167670, -167432, -167194, -166956, -166718?",-166480,-167908,False
train-hard,algebra__sequence_next_term.txt,"What comes next: 17893, 21053, 24213, 27373?",30533,17893,False
train-hard,algebra__sequence_next_term.txt,"What is next in -22996, -23370, -23756, -24160, -24588?",-25046,-22996,False
train-hard,algebra__sequence_nth_term.txt,"What is the r'th term of -3928, -6627, -9330, -12037, -14748, -17463?",-2*r**2 - 2693*r - 1233,-3928,False
train-hard,algebra__sequence_nth_term.txt,"What is the u'th term of -1551803, -3103595, -4655387, -6207179, -7758971?",-1551792*u - 11,-1551803,False
train-hard,algebra__sequence_nth_term.txt,"What is the i'th term of 517, 1540, 3183, 5398, 8137, 11352, 14995, 19018?",-8*i**3 + 358*i**2 + 5*i + 162,517,False
train-hard,arithmetic__add_or_sub.txt,Work out 191519.6411 + -4332.,187187.6411,191519.6411,False
train-hard,arithmetic__add_or_sub.txt,Work out 0.2766 + 1972226064.,1972226064.2766,0.2766,False
train-hard,arithmetic__add_or_sub.txt,Work out 595 - 2732402296.4.,-2732401701.4,595,False
train-hard,arithmetic__add_or_sub_in_base.txt,"In base 8, what is 244 + 31551?",32015,8,False
train-hard,arithmetic__add_or_sub_in_base.txt,"In base 9, what is 1054 + -56353?",-55288,9,False
train-hard,arithmetic__add_or_sub_in_base.txt,"In base 7, what is 2060334 - -213?",2060550,7,False
train-hard,arithmetic__add_sub_multiple.txt,What is the value of (-21 - -37) + -40 - -22 - 129?,-131,-21,False
train-hard,arithmetic__add_sub_multiple.txt,-44 - 3 - (-2475 - -2555),-127,-44,False
train-hard,arithmetic__add_sub_multiple.txt,4 + -8 + 9 + -10 + -2 - -5,-2,4,False
train-hard,arithmetic__div.txt,Divide -5437 by -1510.,5437/1510,-5437,False
train-hard,arithmetic__div.txt,Divide 21825 by -4359.,-7275/1453,21825,False
train-hard,arithmetic__div.txt,Divide 956374352 by 239093588.,4,956374352,False
train-hard,arithmetic__mixed.txt,Calculate ((-753)/(-1004))/(4/128).,24,-753,False
train-hard,arithmetic__mixed.txt,What is (-31)/(-688 - -37) + 25/(-35)?,-2/3,-31,False
train-hard,arithmetic__mixed.txt,What is the value of (10/6*(-166)/(-415) - (-22)/(-54))*-6?,-14/9,10,False
train-hard,arithmetic__mul.txt,Work out -1726.8 * 0.02.,-34.536,-1726.8,False
train-hard,arithmetic__mul.txt,What is 0.0323 times 8796?,284.1108,0.0323,False
train-hard,arithmetic__mul.txt,Calculate -0.3*-0.88868758.,0.266606274,-0.3,False
train-hard,arithmetic__mul_div_multiple.txt,((-24)/(-480)*28)/(131/1965),21,-24,False
train-hard,arithmetic__mul_div_multiple.txt,What is (27/42)/(2/(-8))?,-18/7,27,False
train-hard,arithmetic__mul_div_multiple.txt,What is the value of -7*5/(-210)*6*-1?,-1,-7,False
train-hard,arithmetic__nearest_integer_root.txt,What is the cube root of 65988664 to the nearest integer?,404,65988664,False
train-hard,arithmetic__nearest_integer_root.txt,What is the third root of 19948412 to the nearest integer?,271,19948412,False
train-hard,arithmetic__nearest_integer_root.txt,"What is 412117798 to the power of 1/6, to the nearest integer?",27,412117798,False
train-hard,arithmetic__simplify_surd.txt,Simplify (3*(sqrt(1377) + -1 + -1)*-3)**2 + 0 + 1 + -5 + 4.,111861 - 2916*sqrt(17),3,False
train-hard,arithmetic__simplify_surd.txt,Simplify -2 + 4 + (((sqrt(605) - (0 + sqrt(605) + sqrt(605))*1 - sqrt(605)) + sqrt(605)*2*1 + sqrt(605))**2 - -4*sqrt(605)*-2*5).,607 - 440*sqrt(5),-2,False
train-hard,arithmetic__simplify_surd.txt,Simplify -2*(-5 + sqrt(300)*2)**2 + 3 + (-2*sqrt(3)*4 - (sqrt(3) - -1*sqrt(3)*-1)**2) + 1.,-2446 + 392*sqrt(3),-2,False
train-hard,calculus__differentiate.txt,Find the second derivative of -39272*g*x*y**4 + 21*g*x + 3*g*y**2 - 6124*x*y - y wrt y.,-471264*g*x*y**2 + 6*g,-39272,False
train-hard,calculus__differentiate.txt,Find the second derivative of 75976*m**2*z**2 - 1204*m**2*z - 28*m**2 - 486*z**2 - 301 wrt z.,151952*m**2 - 972,75976,False
train-hard,calculus__differentiate.txt,What is the second derivative of 758577*r**2*v**2 + 20354*r**2*v + 16*r**2 + 2*v wrt v?,1517154*r**2,758577,False
train-hard,calculus__differentiate_composed.txt,What is the second derivative of -11382*f**2 + 29*f**3 + 5703*f**2 - 42*f**5 - 7*f + 5679*f**2 - 101 wrt f?,-840*f**3 + 174*f,-11382,False
train-hard,calculus__differentiate_composed.txt,Suppose -12*j + 6*j + 156 = 0. Find the third derivative of 2*m**6 + 45*m**2 - 4*m**2 + j*m**5 + 10*m**2 wrt m.,240*m**3 + 1560*m**2,-12,False
train-hard,calculus__differentiate_composed.txt,Find the third derivative of -20*g**2 + 247*g - 29*g**2 + 166*g**4 + 256*g - 503*g wrt g.,3984*g,-20,False
train-hard,comparison__closest.txt,Which is the closest to -6?  (a) -55/6  (b) -4.4  (c) -8  (d) 2/25,b,-6,False
train-hard,comparison__closest.txt,"What is the closest to -5/3 in 37/5, 193, 1/4?",1/4,-5,False
train-hard,comparison__closest.txt,Which is the closest to -1/4?  (a) 0.1  (b) 2/5069  (c) -0.007,c,-1,False
train-hard,comparison__closest_composed.txt,Let l = -0.1 + 0.2. Let m = 155.2 - 154.2. Let q = -0.019 + -3.981. Which is the closest to l?  (a) 0.2  (b) m  (c) q,a,-0.1,False
train-hard,comparison__closest_composed.txt,Let f = 6238 - 6253. Which is the nearest to -0.2?  (a) f  (b) 4  (c) -0.4  (d) 7,c,6238,False
train-hard,comparison__closest_composed.txt,"Let g = 0.097 + 48.403. Let y = 69 - g. Let k = -20 + y. What is the closest to 0.1 in k, 7, -0.1?",-0.1,0.097,False
train-hard,comparison__kth_biggest.txt,Which is the seventh biggest value?  (a) -8  (b) 5  (c) -3/2  (d) 1  (e) -56  (f) -4/99  (g) 2,e,-8,False
train-hard,comparison__kth_biggest.txt,Which is the biggest value?  (a) -0.2  (b) -2/3  (c) -1  (d) -0.218807  (e) 4/7  (f) -7,e,-0.2,False
train-hard,comparison__kth_biggest.txt,"What is the third smallest value in -64, -0.1293, 17, -0.3, 1/3?",-0.1293,-64,False
train-hard,comparison__kth_biggest_composed.txt,Let x be (-2)/((40/4)/2). Let o = -3/15628 - -31289/171908. Which is the fourth biggest value?  (a) 0.1  (b) o  (c) x  (d) 1,c,-2,False
train-hard,comparison__kth_biggest_composed.txt,"Suppose 3*o = -2*i + 229 + 411, 5*i - 1618 = -3*o. Suppose f - i = -327. Which is the third biggest value?  (a) f  (b) 10  (c) 4",a,3,False
train-hard,comparison__kth_biggest_composed.txt,Let s = 2038 - 2037.95. Which is the second smallest value?  (a) s  (b) 9  (c) 2/7,c,2038,False
train-hard,comparison__pair.txt,Is 2/100484857 at least as big as 0?,True,2,False
train-hard,comparison__pair.txt,Is -1 greater than -1/102475415?,False,-1,False
train-hard,comparison__pair.txt,Which is greater: -406230 or -406103?,-406103,-406230,False
train-hard,comparison__pair_composed.txt,Let s = 1.619 + -0.309. Is -0.2 bigger than s?,False,1.619,False
